Model,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,119289,Petrol,110,1,0,1600,4,1035,7950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,57,118833,Petrol,110,0,0,1600,3,1065,10950
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,64,118000,Diesel,72,1,0,2000,5,1150,9950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,68,117955,Petrol,110,1,1,1600,4,1065,8600
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,117609,Petrol,86,0,0,1300,3,1015,7250
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,68,117000,Diesel,72,0,0,2000,3,1115,6950
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,64,116000,Petrol,86,0,0,1300,5,1045,8000
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,58,115715,Petrol,110,0,0,1600,5,1070,9950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,115191,CNG,110,1,0,1600,4,1079,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,115071,Petrol,110,1,0,1600,3,1055,7950
TOYOTA Corolla 1.6 G6-R 2/3-Doors,63,115000,CNG,110,0,0,1600,3,1109,9450
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,64,114846,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,65,114383,Diesel,90,0,0,2000,3,1260,6950
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,59,113700,Petrol,110,1,0,1600,5,1065,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,113118,Petrol,86,1,0,1300,3,1020,9950
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,59,112827,Petrol,86,1,0,1300,5,1040,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,112116,Petrol,110,1,0,1600,5,1070,9950
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,66,112000,Petrol,110,1,0,1600,3,1065,10500
TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,62,112000,Diesel,72,0,0,2000,4,1135,7950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,111769,Petrol,110,0,0,1600,3,1065,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,110853,Petrol,110,1,0,1600,5,1070,9250
TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,68,110287,Petrol,110,1,0,1600,3,1050,9500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,109547,Petrol,110,0,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,109230,Petrol,110,0,0,1600,3,1050,7750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,109150,Petrol,110,0,0,1600,5,1075,9500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,67,108793,Petrol,110,1,0,1600,4,1035,9950
TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,64,106784,Petrol,110,0,1,1600,3,1050,9750
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,58,105942,Petrol,86,0,0,1300,5,1040,9750
TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,59,105000,Petrol,86,1,0,1300,3,1015,5950
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,62,105000,Petrol,86,0,0,1300,5,1040,8500
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,68,104299,Petrol,110,1,0,1600,5,1085,8495
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,104000,Petrol,86,0,0,1300,3,1020,9250
TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,68,104000,Petrol,86,1,0,1300,3,1015,6900
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,103458,Petrol,86,1,0,1300,3,1025,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,103400,Petrol,110,1,0,1600,5,1075,9500
TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,63,102807,Petrol,86,0,0,1300,5,1055,9250
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,102494,Petrol,110,0,0,1600,5,1090,9895
TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,57,102300,Diesel,72,1,0,2000,5,1135,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,102106,Petrol,110,0,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,101889,Petrol,110,1,0,1600,5,1075,8750
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,57,101791,Diesel,72,0,0,2000,3,1115,8250
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,63,101469,Petrol,110,1,0,1600,3,1065,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,101001,Petrol,110,0,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,100748,Petrol,110,0,0,1600,5,1070,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,100550,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,99781,Petrol,110,1,0,1600,5,1085,9450
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,59,98658,Petrol,86,1,0,1300,3,1020,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,98500,Petrol,110,1,0,1600,5,1075,9250
TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,64,98291,Petrol,86,0,0,1300,4,1000,8750
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,97648,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,61,97425,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,97173,Petrol,86,0,0,1300,3,1015,9900
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,66,97046,Petrol,86,1,0,1300,4,1000,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,96000,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,60,96000,Diesel,72,0,0,2000,4,1100,12250
TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,67,95750,Petrol,110,1,0,1600,5,1070,9250
TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,61,95147,Petrol,110,1,0,1600,3,1050,10250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,95000,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,65,95000,Petrol,110,1,0,1600,3,1050,7999
TOYOTA Corolla 1.6 G6R HB 2/3-Doors,66,94606,Petrol,110,0,0,1600,3,1065,9900
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,63,94504,Petrol,86,1,0,1300,4,1000,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,93428,Petrol,110,1,0,1600,5,1075,10500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,93408,Petrol,86,0,0,1300,3,1015,8450
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,93296,Petrol,110,1,0,1600,5,1090,9900
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,93098,Petrol,110,1,0,1600,5,1075,10500
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,67,92922,Diesel,72,1,0,2000,4,1100,8500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,92498,Petrol,110,1,0,1600,3,1050,9500
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,92226,Petrol,110,0,0,1600,3,1065,9450
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,68,91505,Diesel,72,0,0,2000,3,1115,9900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,91333,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,91246,Petrol,86,1,0,1300,3,1015,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,91000,Petrol,110,1,0,1600,5,1075,9500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,90727,Petrol,110,0,0,1600,3,1050,8450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,62,90000,Petrol,110,0,0,1600,3,1050,8490
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,60,89576,Petrol,110,0,0,1600,4,1035,8750
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,64,89145,Petrol,86,1,0,1300,3,1025,9750
TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,63,89000,Petrol,110,1,0,1600,5,1085,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,88807,Petrol,110,0,0,1600,3,1050,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,88685,Petrol,110,0,0,1600,5,1070,8450
TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,62,88667,Petrol,110,1,0,1600,4,1040,7900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,88480,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,88127,Petrol,86,0,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,62,88000,Petrol,86,0,0,1300,3,1020,6900
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,87821,Petrol,86,1,0,1300,3,1015,8150
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,87654,Petrol,86,1,1,1300,5,1065,10995
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,86888,Petrol,110,1,0,1600,3,1050,8900
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,59,86871,Petrol,86,1,0,1300,5,1040,9500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,86714,Petrol,110,1,0,1600,4,1035,8950
TOYOTA Corolla 1.6 G6 HB 2/3-Doors,65,85889,Petrol,110,0,0,1600,3,1065,11500
TOYOTA Corolla 1.6 Terra HB 2/3-Doors,62,85000,Petrol,110,1,0,1600,3,1050,10450
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,60,85000,Petrol,86,1,0,1300,3,1025,10500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,84976,Petrol,110,1,0,1600,4,1035,9250
 TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,65,84558,Petrol,110,1,0,1600,5,1120,10950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,84549,Petrol,110,0,0,1600,5,1075,10450
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,84482,Petrol,110,1,0,1600,5,1075,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,83908,Petrol,110,1,0,1600,5,1070,8750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,83560,Petrol,86,0,0,1300,3,1015,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,68,83000,Petrol,107,1,1,1600,5,1100,9800
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,82723,Petrol,86,0,0,1300,3,1015,8250
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,62,82421,Petrol,110,1,0,1600,3,1065,10450
TOYOTA Corolla 1.6 4/5-Doors,58,82254,Petrol,110,0,0,1600,5,1050,9750
TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,61,82115,Petrol,110,1,0,1600,3,1055,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,82000,Petrol,86,1,0,1300,3,1015,7450
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,81965,Petrol,86,1,0,1300,5,1035,8450
TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,66,81250,Petrol,110,0,0,1600,3,1050,8250
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,81192,Petrol,110,1,0,1600,3,1065,10950
TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,61,81170,Petrol,110,1,0,1600,4,1040,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,81083,Petrol,86,0,0,1300,3,1015,8750
TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,61,80714,Petrol,110,1,0,1600,5,1075,10450
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,57,80470,Petrol,110,0,0,1600,5,1085,10950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,80439,Petrol,110,1,0,1600,4,1035,8450
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,80430,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,80426,Petrol,110,1,0,1600,3,1055,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,80265,Petrol,86,0,0,1300,3,1015,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,80153,Petrol,110,0,0,1600,5,1070,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,80121,Petrol,110,0,0,1600,5,1070,9500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,80086,Petrol,110,1,0,1600,4,1035,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,80000,Petrol,110,0,0,1600,5,1075,10950
TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,60,80000,Petrol,86,0,0,1300,5,1015,7950
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,80000,Petrol,86,1,0,1300,2,1015,8250
TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,67,79858,Petrol,110,1,0,1600,4,1040,9895
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,79762,Petrol,86,1,0,1300,3,1015,9130
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,79660,Petrol,86,0,1,1300,5,1065,10950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,79150,Petrol,110,1,0,1600,5,1075,10500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,79000,Petrol,110,1,0,1600,3,1050,8900
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,78955,Petrol,86,1,0,1300,5,1045,9500
TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,59,78750,Diesel,90,1,0,1975,5,1155,10950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,78521,Petrol,86,0,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,78356,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,78076,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,61,78063,Petrol,107,1,1,1600,5,1100,9500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,77821,Petrol,110,1,0,1600,5,1075,10950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,77695,Petrol,110,1,0,1600,4,1035,9750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,77500,Petrol,110,1,0,1600,3,1050,9750
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,63,77457,Petrol,110,1,0,1600,3,1055,9450
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,77029,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,68,77008,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,76791,Petrol,110,1,0,1600,5,1070,8900
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,61,76700,Petrol,86,1,0,1300,5,1035,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,76569,Petrol,86,1,0,1300,3,1020,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,76162,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,76155,Petrol,110,1,0,1600,4,1035,8990
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,75609,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,62,75569,Diesel,72,1,0,2000,3,1120,8950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,67,75429,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,75000,Petrol,110,1,0,1600,5,1075,9900
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,75000,Petrol,86,0,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,75000,Petrol,110,1,0,1600,5,1070,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,74963,Petrol,107,0,1,1600,3,1085,9500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,74889,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,68,74875,Petrol,110,0,0,1600,5,1070,7750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,74747,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,60,74720,Petrol,110,1,0,1600,5,1085,11950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,74457,Petrol,110,0,0,1600,5,1075,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,60,74337,Petrol,86,0,0,1300,5,1035,11950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,74308,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,64,74193,Petrol,110,0,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,74179,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,67,73936,Petrol,86,1,0,1300,5,1050,8995
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,73894,Petrol,110,1,0,1600,3,1065,9995
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,73500,Petrol,110,1,0,1600,3,1050,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,64,73376,Petrol,110,0,0,1600,5,1070,10950
TOYOTA Corolla 1.3 16V 2/3-Doors,64,73300,Petrol,86,1,0,1300,3,1015,8900
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,73172,Petrol,110,1,0,1600,5,1075,9500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,72928,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,72880,Petrol,86,1,0,1332,3,1015,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,72522,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,72000,Petrol,86,1,0,1300,3,1015,9450
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,57,72000,Petrol,86,0,0,1300,3,1015,7950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,71366,Petrol,110,0,0,1600,3,1065,9500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,71317,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,62,71000,Petrol,110,0,0,1600,5,1070,10950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,70954,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,70908,Petrol,86,0,0,1300,5,1035,9450
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,70560,Petrol,110,1,0,1600,3,1050,8000
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,70552,Petrol,110,0,0,1600,5,1075,9900
TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,62,70500,Petrol,110,1,0,1600,5,1035,8950
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,60,70453,Diesel,72,0,0,2000,5,1135,10900
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,59,70218,Petrol,110,1,0,1600,3,1050,9450
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,64,70116,Petrol,110,1,0,1600,4,1035,8450
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,70068,Petrol,110,1,0,1600,5,1075,9500
TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,67,70000,Petrol,107,1,1,1587,3,1065,10500
TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,68,70000,Petrol,86,1,0,1300,3,1015,6950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,69103,Petrol,110,0,0,1600,4,1035,9750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,69022,Petrol,86,1,0,1300,5,1035,6950
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,69000,Petrol,110,1,0,1600,3,1065,9650
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,68865,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,68723,Petrol,86,0,0,1300,3,1025,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,68453,Petrol,110,1,0,1600,5,1070,8950
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,63,68238,Petrol,86,0,0,1300,5,1050,9900
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,63,68153,Petrol,110,1,0,1600,5,1085,10995
TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,65,68000,Petrol,110,0,0,1600,5,1075,10500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,68000,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,67762,Petrol,110,1,0,1600,3,1065,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,67146,Petrol,110,1,0,1600,5,1075,10950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,67,67110,Petrol,86,1,0,1300,5,1035,9750
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,67010,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,67003,Petrol,110,1,0,1600,4,1035,10500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,68,66785,Petrol,86,0,1,1300,3,1045,10400
TOYOTA Corolla 3drs 13i-16V 2/3-Doors,68,66550,Petrol,86,0,0,1332,3,1010,8800
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,66259,Petrol,110,1,0,1600,3,1065,10500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,66082,Petrol,110,0,0,1600,5,1070,9250
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,66000,Petrol,86,1,0,1300,3,1015,7800
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,66000,Petrol,110,0,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,63,65896,Petrol,110,1,0,1600,3,1065,10750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,65785,Petrol,110,1,0,1600,5,1075,10950
TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,65,65513,Petrol,110,1,1,1600,4,1070,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,65463,Petrol,110,1,0,1600,5,1070,9950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,65400,Petrol,86,1,0,1300,4,1000,8100
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,65259,Petrol,110,1,0,1600,3,1050,9250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,65000,Petrol,110,1,0,1600,3,1050,7800
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,65000,Petrol,110,0,0,1600,5,1070,9000
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,57,65000,Petrol,110,0,0,1600,4,1035,8950
TOYOTA Corolla 1.3-16V Luna 2/3-Doors,62,64966,Petrol,86,0,0,1300,3,1020,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,64950,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,64914,Petrol,110,1,0,1600,5,1070,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,64797,Petrol,110,1,0,1600,5,1075,7995
